source_id,source_type,agency_id,agency_name,state,source_label,source_date,data_year,source_url,source_file_name,sha256,parser_name,parser_version,notes
sd_sddot_bid_tabs_2021_05_19,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-05-19 Completed Letting,2021-05-19,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE879DB18FC924E4F85924C6686B5071288,20210519_detail.html,e9e9ceb5f14100f066f92be42c421b55b75e820cfdd12136085783f5bf7b6ffc,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_06_02,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-06-02 Completed Letting,2021-06-02,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE831D64EF5DC4C79B9E27814ECFBDACE09,20210602_detail.html,a8d7b5d7aa21a2bacdc071c8609eacd874856d3190950e4c1742885302911d62,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_06_16,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-06-16 Completed Letting,2021-06-16,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8FB387A0D4779228ECC80A6C7CB78204C,20210616_detail.html,a501c3623c242287551818c5d265b9c8ac40e88e1d6962eafc94060583af6d6d,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_07_21,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-07-21 Completed Letting,2021-07-21,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE88A0953FB4616DAC3CFF2E70D6932A16E,20210721_detail.html,ad0ff61e989c7503dc996a1072ed50c785162b13282328101043fb1d9266334b,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_08_18,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-08-18 Completed Letting,2021-08-18,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8CEC3E844D3D1BCC0ED7460D2EB642099,20210818_detail.html,64433624aab65db2952c1f80e333a50b450c02d7cdc299f7dabdca0d9a6a3af6,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_09_01,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-09-01 Completed Letting,2021-09-01,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8950261A2E947FFF3BBCD9EE1E95F867D,20210901_detail.html,57d3cc6e9a71c5d08009b194ec367703e6459b5787426f5931f1a72cf828a052,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_09_15,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-09-15 Completed Letting,2021-09-15,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE813F3747F129EBD308F5D22CCBD92D17D,20210915_detail.html,830e3e551f2a4cf617737e2daf0ccf1ad8de04db8ff7f958f6105a298ee21c8b,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_10_06,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-10-06 Completed Letting,2021-10-06,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8961E4CBB689A941EF00F9705DB7DC29C,20211006_detail.html,ca5afb889a6f884ff1260a1d0ab347ab772298506ecb1f15b7a3241245159347,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_10_20,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-10-20 Completed Letting,2021-10-20,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8D2DE3B52285FC38D47ECC77AD1957350,20211020_detail.html,239e41bf3abf82256f239dd1a3a1dbd6ac0b76f389e55294f52780d45a2e45bf,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_11_03,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-11-03 Completed Letting,2021-11-03,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8AD16518AB906B0D47F7B91179594B2FB,20211103_detail.html,34967405577871709ce6388d16a83737dbf8705358587173dea48b3de7c02993,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_11_17,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-11-17 Completed Letting,2021-11-17,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8A13019D5AAD162A73D2FB8412097ED79,20211117_detail.html,b9a048e028188759823fc6de730d42360b9ffb09acb751a8c0ee6a58c871ea39,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_12_01,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-12-01 Completed Letting,2021-12-01,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8317FE4C9B04BA47A12910E0E49C04D6E,20211201_detail.html,efeb23fe65e8035e8bb8ea2e364d4570efbb0733e3917a3502bfd4ed8ec0aa0b,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2021_12_15,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2021-12-15 Completed Letting,2021-12-15,2021,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8EB8F7CC85EEAE312959C0C694CBF0661,20211215_detail.html,6caca3a4eaf377efd92828f91b10f2b71b6ccf1f4a5f8bb603fbefa014e9c6ef,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_01_19,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-01-19 Completed Letting,2022-01-19,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8F2596B20FDC1869DEBD19583F4C4D037,20220119_detail.html,fb02e4e613a6753f35a48f560c236208fb7e10152d88f8e01c647ec5b062d336,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_02_02,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-02-02 Completed Letting,2022-02-02,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE82BDC133F1977F843436FAF92178F0843,20220202_detail.html,7d090201c070f9241d4a4d6b78d9449e6cb6b0be991108b624cf60ae332500de,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_02_16,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-02-16 Completed Letting,2022-02-16,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE899CF094595AA9D497965CE4145056D30,20220216_detail.html,d15d1541f4563f6545a0af49c51d968c6ab1ff0b469ff4f3bbad6f777de09e1f,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_03_02,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-03-02 Completed Letting,2022-03-02,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE89B4D9B5456B356C720C1F17AEA1F0648,20220302_detail.html,7e0a58dc5859f11838e1cf0193deefee96dff04b4f1975a9d6132cf1c1506b8e,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_03_16,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-03-16 Completed Letting,2022-03-16,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8A0D108495115500112A802AD5A03333A,20220316_detail.html,fdea61348f06ecb439157745ea10c4c6dd6d3d2fd926a49d43bc2f8ff5eb5137,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_04_06,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-04-06 Completed Letting,2022-04-06,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE84BDCB6C48FCB6E1711C0FF9CA572506F,20220406_detail.html,3d8f701827099cef8f7fdcc48da71a9d95fc095ca56fbc0a5b24c4e59d412f4e,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_04_20,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-04-20 Completed Letting,2022-04-20,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8817771AB2A30195DA93A1FB6EAD129D6,20220420_detail.html,564abecff44e1950c97110a59969aa405cdb2c9a11be3fbda11b0e4a39d08416,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_05_04,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-05-04 Completed Letting,2022-05-04,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8429D51CFEE9B5E50D94BAAE1A9EEA110,20220504_detail.html,33c0c011fade624d03627e99351c1e15085269ebece07ef55496c84fa4cd5ee7,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_05_11,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-05-11 Completed Letting,2022-05-11,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8CB0976E22A2BB61C5F48F2FD88F06DA3,20220511_detail.html,4ad5945b88cc973b26173c8dba4dec25f4c4149b5680782a82733f29f3f73bf9,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_05_18,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-05-18 Completed Letting,2022-05-18,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE823686BE873E1EF9AEC8BE9C449BEE64C,20220518_detail.html,115b02b1faaac4a18b746b85cf41a9569b22fdfb87656316de265d3ee0c874d4,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_06_01,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-06-01 Completed Letting,2022-06-01,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8A8EB4D919C2C682C6383BCC4068CEA7D,20220601_detail.html,9e5d00aac10346b624ede97b769749933363cffeb2ce8d6c561744b13f063adf,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_06_15,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-06-15 Completed Letting,2022-06-15,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8FA3C640224EA41754BFB22F65823F05A,20220615_detail.html,18bb9bc3d3ad9b1ce3c37a19077b4fe476c8073dee1e590cfbcd7821af96c8be,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_07_20,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-07-20 Completed Letting,2022-07-20,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8A352ECA2335D8A3440EFA5893E16F18E,20220720_detail.html,9fbd3258e8ee671befb388d4cf91479ac7e8eed6773a13663d6b2c7797bc771a,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_08_17,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-08-17 Completed Letting,2022-08-17,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE81CCB8CD9985B1523DFDD6D15A29ADF16,20220817_detail.html,f8919e6bac9a136eb57c7ef7173f2703704bd65f0d79fb74c184a912d73d9796,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_09_07,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-09-07 Completed Letting,2022-09-07,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8622E2325C020BF52BE4FBA9B694E09B8,20220907_detail.html,981016a1b649f3a5fae9c46209578eaf0ffc4ac5255fc0bad6597ab9b901c1dd,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_09_21,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-09-21 Completed Letting,2022-09-21,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE83E7A42F577D4EDAA90D57970EB446471,20220921_detail.html,1e2a640b0d98cb4aaa10a6c62bef1b48bb2cf31080aaa3e6d8b4d89cfc579f52,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_10_05,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-10-05 Completed Letting,2022-10-05,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE82A9987C89562C5724D75CD7E3DE8DBAE,20221005_detail.html,8caa1a9fdaa876d279ac750ad9536b04341a48aedaa5f3685604290f399b80b5,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_10_19,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-10-19 Completed Letting,2022-10-19,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE88803DA4682EC57CF4F9C247CDB990C91,20221019_detail.html,30ab272a7f0c3fefa8de34d12fd42e17068df5a05d3061e35844d1fc28fddbd4,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_10_21,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-10-21 Completed Letting,2022-10-21,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE804F709576BCBEC9B483BE89612E05B6C,20221021_detail.html,0b5c78decb66458fa12a995d24643503eea1a1ff3643dc307ed4eb585164261d,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_11_02,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-11-02 Completed Letting,2022-11-02,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE89A4DB8EDF8826BDC7BD4E9A0DBB94C70,20221102_detail.html,611602195b11cb73540790f90a31b0f9a8429c798e1f9da391eaca3238f1579c,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_11_16,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-11-16 Completed Letting,2022-11-16,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8089946D52DFEA259642B3E32889D8138,20221116_detail.html,caea0aa07de22185be90f3050a1614823cfe3370b62be352537a01b70c91931e,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_12_07,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-12-07 Completed Letting,2022-12-07,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE86CEF85B5DDBEE65F87CF41F52330ED24,20221207_detail.html,cd215fdd0333183453ca38f399fde0f3dd83b986f14b0761ab9a1163a28adaf0,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2022_12_14,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2022-12-14 Completed Letting,2022-12-14,2022,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE86E968CCF70B2CD99C16FAE6BDAE6CA15,20221214_detail.html,31d3392465ac2e6dcdb88aac9b62dba635132c12d7abb53f61a6f604af028752,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_01_11,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-01-11 Completed Letting,2023-01-11,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8F4B7C852DDAAD739F71F7CF129F8B25C,20230111_detail.html,071bc87764de8d03518f3ef33c2cef23d6441b414e91c3bb95fbabab15bb3089,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_02_01,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-02-01 Completed Letting,2023-02-01,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE87841DC7002E0B6A63EEE14574CEA53CF,20230201_detail.html,74fecaa69f31ecf6195943da2d2c2d32b02ee634f0f5f136547013a13d4f88c8,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_02_15,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-02-15 Completed Letting,2023-02-15,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE87AACA2CEA591E1FC06C6AE3BABF30E26,20230215_detail.html,471ed4776166e51b2c07956727d0f77f642e175fa82c1a59c743066db47ce7bb,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_03_01,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-03-01 Completed Letting,2023-03-01,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8B0C0063F8BF776A0B60B4AC0FF1C70CB,20230301_detail.html,b40ec77e424e54ef63342b26f25918757fc3ad150117749f4633180dd0dcc208,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_03_22,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-03-22 Completed Letting,2023-03-22,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE873699198AFC757B383CE09F55D6600DC,20230322_detail.html,2c0cbbd16ccd8625185a8268438a0273820ff6688e64aa7033beca6905d0bae0,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_04_05,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-04-05 Completed Letting,2023-04-05,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8FA987CD6C0B358BB08A938119E567957,20230405_detail.html,4f207b48ec9870e7332e68433eed89082c5ee0e81ab31db0430a8279baaffbb7,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_04_19,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-04-19 Completed Letting,2023-04-19,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8EA21EDE436C3ADAEA4495537D881DC81,20230419_detail.html,e6392ec88530645eb99b97a3a8fb1b9b4d54c04790bdcd50cedda16c99cc1fdd,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_05_03,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-05-03 Completed Letting,2023-05-03,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE818649DD82AF8C1A45DB0814022EEFA61,20230503_detail.html,ec2c8dd7b8590bf7e2ef6e50ca0546a69fd8eb85d830aa7712369bdbce0c9d55,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_05_17,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-05-17 Completed Letting,2023-05-17,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8C2F59A63F1D4E65BE0CAADDC23D11069,20230517_detail.html,3a088b880190fddd938eb13411b7ed8f6cbbc2f2bd0b3ec9d9d2d275d3eb588d,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_06_07,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-06-07 Completed Letting,2023-06-07,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8CB63ABB23E8A9E86DA843CCF406F4264,20230607_detail.html,89bf2639667dfcafadb17c26311ac1288cb15c912c41d89603b6066338fb020f,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_06_21,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-06-21 Completed Letting,2023-06-21,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8E063FDE0FBA0997101466047CD706743,20230621_detail.html,1dc19d1135674ab151c9a29cb41cca4b20fc7a99e00fe44d917425c859babf40,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_07_19,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-07-19 Completed Letting,2023-07-19,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE88FA1A90024F630577F31568D9D23D3DA,20230719_detail.html,1883c2601656151e74d54267c6d1f3076b06556762567d0036ab3160681b85ca,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_08_10,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-08-10 Completed Letting,2023-08-10,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE89616C6B8D4843255762787A7EE6FEA4C,20230810_detail.html,9431868190b6342d59e820a51993dfde71b3c078455a08601299e5d2d71515d5,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_08_16,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-08-16 Completed Letting,2023-08-16,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8D0BEF9BB060DC97F699B07F2F7793A68,20230816_detail.html,a372d7f3f0f2950ef59670e2169c8b6f0e5092ef88e08a42b03bf27768a8a3be,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_09_06,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-09-06 Completed Letting,2023-09-06,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8306D549BF86B9052F7C6C87AED6F2FFD,20230906_detail.html,ed06040ff236acc67ae20ab24f18d83fca8470574fc8a7128df4e6f03d9872b1,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_09_20,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-09-20 Completed Letting,2023-09-20,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8E1965D30C4A409DD6A16B274DAA977CD,20230920_detail.html,a9968430bef34b5d9debdf6b1aed9e4563361586e6fcedf8b337b5809eb1c69f,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_10_04,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-10-04 Completed Letting,2023-10-04,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE864E86CDA902E0607F1ECD338E418E2D0,20231004_detail.html,ab420d16b5a773397121f52ac14aac032d1c210894efd461c295307993c712a7,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_10_18,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-10-18 Completed Letting,2023-10-18,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8ED78028D52BA2D29B71A8219A5B27959,20231018_detail.html,f94c035d78c451320daf93edf0418bebd641ff01139f711d072acb60cf2f0b2f,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
sd_sddot_bid_tabs_2023_11_01,bid_tab,sd_sddot,South Dakota Department of Transportation,SD,SDDOT 2023-11-01 Completed Letting,2023-11-01,2023,https://apps.sd.gov/hc65bidletting/bidlettingscompletedetail.aspx?args=0F03BFE651C4DAE8907DF064CB9B6B8FFA78156E3CFC1419,20231101_detail.html,4987d3d61209c6348094279bb9102c06c261d1b6d588e67a6737733aa052f4fc,import_south_dakota_data.py,1.0.0,Bundle source containing the Abstract of Bids and Low Bid Final Report.
