contract_project_id,contract_id,project_number,project_control_number,project_name,work_type,county_region,route,location,project_award_amount
sd_sddot_20240904_item_001_project_001,sd_sddot_20240904_item_001,BRO-B 8058(27),086G,Str & Approach Grading,Str & Approach Grading,Spink,,Structure 1 S & 2.8 W of Redfield on 175th St over Turtle Creek SN 58-062-270; Structure 1.0 E & 1.5 N of Redfield on 172nd St over Turtle Creek SN 58-109-240,
sd_sddot_20240904_item_001_project_002,sd_sddot_20240904_item_001,BRO-B 8058(28),086J,Str & Approach Grading,Str & Approach Grading,Spink,,Structure 1 S & 2.8 W of Redfield on 175th St over Turtle Creek SN 58-062-270; Structure 1.0 E & 1.5 N of Redfield on 172nd St over Turtle Creek SN 58-109-240,
sd_sddot_20240904_item_002_project_001,sd_sddot_20240904_item_002,BRO-B 8051(16),085Q,Structure & Approach Grading,Structure & Approach Grading,Moody,,Structure 7.5 E & 2 S of Trent on 242nd St over Pipestone Creek SN 51-195-220,
sd_sddot_20240904_item_003_project_001,sd_sddot_20240904_item_003,IM 0902(18)101,035F,"Structures, Approach Grade, AC Surf","Structures, Approach Grade, AC Surf",Pennington,,I90 E & W - Strs 3.3 E of the Wasta Interchange Over Bull Ck,
sd_sddot_20240904_item_004_project_001,sd_sddot_20240904_item_004,IM 0293(113)78,065E,"App Slabs & Pavement, LSDC & Epoxy","App Slabs & Pavement, LSDC & Epoxy",Minnehaha,,"I29 N & S - Strs 0.3 N of 26th St over Skunk Ck, Over 12th St (Exit 79), 0.3 N of 12th St over Ellis & Eastern RR",
sd_sddot_20240904_item_005_project_001,sd_sddot_20240904_item_005,IM-P 0033(32),06FD,Pipe Work,Pipe Work,"Jones, Lyman",,Various Locations Throughout the Winner Area,
sd_sddot_20240918_item_001_project_001,sd_sddot_20240918_item_001,NH-CR-EM 0018(195)103,"04FC, 06N3","Urban Grad, C&G, Strm Sewer, Lght, PCC","Urban Grad, C&G, Strm Sewer, Lght, PCC",Oglala Lakota Project Rejected by the Transportation Commission,,US18 - In Pine Ridge Fm 2 Blocks N of SD407 to E of Indian Health Rd; SD407 - In Pine Ridge Fm Cherry Hill Ct to US18,
sd_sddot_20240918_item_002_project_001,sd_sddot_20240918_item_002,2211 01441( ),X06L,Replace Water Line,Replace Water Line,Oglala Lakota Project Rejected by the Transportation Commission,,US18 - In Pine Ridge Fm 2 Blocks N of SD407 to E of Indian Health Rd,
sd_sddot_20240918_item_003_project_001,sd_sddot_20240918_item_003,IM 0902(189)98,09Q9,Replace Sewer Lines,Replace Sewer Lines,Pennington,,I90 E & W - Eastbound & Westbound Wasta Rest Area,
sd_sddot_20240918_item_004_project_001,sd_sddot_20240918_item_004,NH-P 0011(224),06EG,Pipe Work,Pipe Work,"Brown, Edmunds, Marshall",,Various Locations Throughout the Aberdeen Area,
sd_sddot_20240918_item_005_project_001,sd_sddot_20240918_item_005,PH 0037(173)30,09C9,Intersection Lighting,Intersection Lighting,Bon Homme,,SD37 - SD46 Jct,
sd_sddot_20240918_item_006_project_001,sd_sddot_20240918_item_006,PH 0010(171),07X5,County Pavement Marking,County Pavement Marking,Regionwide,,Various Locations in the Aberdeen Region,
sd_sddot_20241002_item_001_project_001,sd_sddot_20241002_item_001,NH-PH 0385(50)96,03VD,"Grading, Interim Surfacing, Replace Str","Grading, Interim Surfacing, Replace Str",Pennington,,US385 - Fm 1.5 N of US16 E to Pactola Dam; US385 - Str 3.6 N of US16 E over Horse Creek,
sd_sddot_20241002_item_002_project_001,sd_sddot_20241002_item_002,NH 0034(201)73,06XN,Structure & Approach Grading,Structure & Approach Grading,Meade,,SD34 - 7.5 W of Union Center over East Elm Ck,
sd_sddot_20241002_item_003_project_001,sd_sddot_20241002_item_003,EM 0012(206)112,05U5,AC Surfacing,AC Surfacing,Corson,,US12 - Fm Morristown E 9; US12- Fm the E SD65 Jct to the start of the PCC E of McIntosh; SD65 - Fm US12 at McIntosh N to the ND State Line,
sd_sddot_20241002_item_003_project_002,sd_sddot_20241002_item_003,NH 0012(231)132,067R,AC Surfacing,AC Surfacing,Corson,,US12 - Fm Morristown E 9; US12- Fm the E SD65 Jct to the start of the PCC E of McIntosh; SD65 - Fm US12 at McIntosh N to the ND State Line,
sd_sddot_20241002_item_003_project_003,sd_sddot_20241002_item_003,P 0065(20)232,07CC,AC Surfacing,AC Surfacing,Corson,,US12 - Fm Morristown E 9; US12- Fm the E SD65 Jct to the start of the PCC E of McIntosh; SD65 - Fm US12 at McIntosh N to the ND State Line,
sd_sddot_20241002_item_004_project_001,sd_sddot_20241002_item_004,NH-CR 0385(65)37,09EX,"Mill, AC Resurfacing of Shoulders","Mill, AC Resurfacing of Shoulders","Custer, Fall River",,US385 - Fm Hot Springs to Wind Cave National Park,
sd_sddot_20241002_item_004_project_002,sd_sddot_20241002_item_004,NH-CR 0079(94)59,09EW,"Mill, AC Resurfacing of Shoulders","Mill, AC Resurfacing of Shoulders","Custer, Fall River",,US385 - Fm Hot Springs to Wind Cave National Park,
sd_sddot_20241002_item_005_project_001,sd_sddot_20241002_item_005,PH 0010(143),05VL,Durable Pavement Marking,Durable Pavement Marking,"Codington, Grant, Roberts",,Various locations on the State System in the Aberdeen Region,
sd_sddot_20241016_item_001_project_001,sd_sddot_20241016_item_001,BRO-B 8064(31),08ND,Structure & Approach Grading,Structure & Approach Grading,Union,,Structure 9.5 S & 1.5 E of Alcester on 311th St over E Union Ck SN 64-105-140,
sd_sddot_20241016_item_002_project_001,sd_sddot_20241016_item_002,BRO-B 8005(16),08MH,Structure & Approach Grading,Structure & Approach Grading,Bon Homme,,Structure 6 N & 3.7 E of Avon on 296th St over a Tributary to Emanuel Ck SN 05-097-050,
sd_sddot_20241016_item_003_project_001,sd_sddot_20241016_item_003,BRO-B 8052(77),08N3,Structure & Approach Grading,Structure & Approach Grading,Pennington,,Structure 1.2 W & 0.5 N of Farmingdale on Hammerquist Rd over Rapid Ck SN 52-575-383,
sd_sddot_20241016_item_004_project_001,sd_sddot_20241016_item_004,EM 0073(73)62,"05HV, 08EH","Grading, Int. Surf., RCBC","Grading, Int. Surf., RCBC",Jackson,,SD73 - Fm S of the White River to Kadoka; SD248 - Fm SD73 to 13th Ave in Kadoka,
sd_sddot_20241016_item_005_project_001,sd_sddot_20241016_item_005,P TAPU(38),09FV,PCC Shared Use Path,PCC Shared Use Path,Minnehaha Withdrawn from Letting,,Sioux Falls - Along E 26th St crossing Veterans Pkwy through an existing underpass,
sd_sddot_20241016_item_006_project_001,sd_sddot_20241016_item_006,NH-PH 0385(50)96,0694,AC Surfacing,AC Surfacing,Pennington,,US385 - Fm N of Pactola Dam to 4 N of SD44,
sd_sddot_20241016_item_007_project_001,sd_sddot_20241016_item_007,P 0015(94)128,05Q6,Asphalt Concrete Surfacing,Asphalt Concrete Surfacing,Deuel,,SD15 - Fm SD28 N to Clear Lake,
sd_sddot_20241016_item_008_project_001,sd_sddot_20241016_item_008,NH 0212(204)245,07YX,Cold Milling and Asphalt Concrete Resurf,Cold Milling and Asphalt Concrete Resurf,Faulk,,US212 - Fm the Potter/Faulk Co Line to 1 W of Faulkton,
sd_sddot_20241016_item_009_project_001,sd_sddot_20241016_item_009,PH 8004(02),04HQ,Signing & Delineation,Signing & Delineation,Bennett,,"Various County, City, & Township Roads in Bennett County",
sd_sddot_20241106_item_001_project_001,sd_sddot_20241106_item_001,IM 0295(46)139,06P3,"AC Surfacing, Mill, Pipe Work, Ramp Detr","AC Surfacing, Mill, Pipe Work, Ramp Detr","Brookings, Deuel",,I29 S - Fm SD30 to SD28,
sd_sddot_20241106_item_002_project_001,sd_sddot_20241106_item_002,BRO-B 8010(29),08ML,Structure & Approach Grading,Structure & Approach Grading,Butte,,Structure 1 S & 3 W of Newell on Viken Rd over Horse Ck SN 10-280-349,
sd_sddot_20241106_item_003_project_001,sd_sddot_20241106_item_003,BRF-B 6510(05),08MM,Structure & Approach Grading,Structure & Approach Grading,Codington,,Structure 4 S & 2.6 E of Watertown on 176th St over the Big Sioux Rv SN 15-216-220,
sd_sddot_20241106_item_004_project_001,sd_sddot_20241106_item_004,BRO-B 8058(31),08N8,Structure & Approach Grading,Structure & Approach Grading,Spink,,Structure 1 N & 5 W of Tulare on 182nd St over Turtle Ck SN 58-050-340,
sd_sddot_20241106_item_005_project_001,sd_sddot_20241106_item_005,BRO-B 8058(32),08N9,Structure & Approach Grading,Structure & Approach Grading,Spink,,Structure 1 S & 1.8 W of Northville on 155th St over Snake Ck SN 58-052-070,
sd_sddot_20241106_item_006_project_001,sd_sddot_20241106_item_006,IM-NH-P 0020(225),08P8,Bridge Deck Treatment,Bridge Deck Treatment,"Lincoln, Miner, Minnehaha, Moody, Turner",,Various Locations Throughout the Mitchell Region,
sd_sddot_20241106_item_007_project_001,sd_sddot_20241106_item_007,PT 0908(105)349,07W6,"Spot Grading, PCC Surfacing, Drainage","Spot Grading, PCC Surfacing, Drainage","Hanson, McCook",,I90 E & W - Fm Exit 350 (SD25) to 4 W of Exit 364 (Salem),
sd_sddot_20241106_item_008_project_001,sd_sddot_20241106_item_008,P 0025(90)132,06WY,Asphalt Concrete Surfacing,Asphalt Concrete Surfacing,Clark,,SD25 - Fm N of the N Jct of SD28 N 6.3,
sd_sddot_20241120_item_001_project_001,sd_sddot_20241120_item_001,NH-CR 0034(193)402,0609,"Grading, PCC Surf, C&G, Sidewalk, Light","Grading, PCC Surf, C&G, Sidewalk, Light",Moody,,SD34 - Fm 469th Ave to the E City Limits in Colman,
sd_sddot_20241120_item_002_project_001,sd_sddot_20241120_item_002,21005951 ( ),X06M,City Utilities,City Utilities,Moody,,SD34 - Fm 469th Ave to the E City Limits in Colman,
sd_sddot_20241120_item_003_project_001,sd_sddot_20241120_item_003,BRO-B 8030(18),08MR,Structure & Approach Grading,Structure & Approach Grading,Hand,,Structure 1 N & 1 E of St Lawrence on 197th S. over Turtle Ck SN 30-194-250,
sd_sddot_20241120_item_004_project_001,sd_sddot_20241120_item_004,BRO-B 8003(38),08MF,"Structure, Approach Grading, BIG","Structure, Approach Grading, BIG",Beadle,,Structure 2 E & 0.4 S of Wessington on 376th Ave over Cain Ck SN 03-020-124,
sd_sddot_20241120_item_005_project_001,sd_sddot_20241120_item_005,BRO-B 8030(20),08MU,"Structure, Approach Grading","Structure, Approach Grading",Hand,,Structure 4 E & 0.4 N of St Lawrence on 366th Ave over Pearl Ck SN 30-220-256,
sd_sddot_20241120_item_006_project_001,sd_sddot_20241120_item_006,BRO-B 8007(212),084J,Structure & Approach Grading,Structure & Approach Grading,Brown No Bids Received,,Structure 8.5 W & 5 N of Frederick on 102nd St over Elm Lake SN 07-019-020,
sd_sddot_20241120_item_007_project_001,sd_sddot_20241120_item_007,"NH 0012(230)171, P 0063(59)252, P 1806(19)364, P 1806(20)370, P 1806(22)359","05TY, 07CD, 06A1,","Full Depth Reclamation, AC Surf, Pipe","Full Depth Reclamation, AC Surf, Pipe",Corson,,US12 - Fm 12 E of McLaughlin to W of Mobridge; SD63 - Fm McLaughlin N 2; SD1806 - Fm US12 to N of SD1806 P; 1806P - Fm SD1806 to end of the Route; SD1806 - Fm 3.5 S of US12 to US12,
sd_sddot_20241120_item_008_project_001,sd_sddot_20241120_item_008,P 0079(90)203,06RR,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work",Harding,,SD79 - Fm the E SD20 Jct N 15,
sd_sddot_20241120_item_009_project_001,sd_sddot_20241120_item_009,NH 0083(92)138,08YD,Asphalt Concrete Surfacing of Shoulders,Asphalt Concrete Surfacing of Shoulders,"Hughes, Potter, Sully",,US83 - Fm US14 to US212; US212 - Fm W Jct of US83 to E Jct of US83,
sd_sddot_20241120_item_009_project_002,sd_sddot_20241120_item_009,NH 0212(212)219,09AX,Asphalt Concrete Surfacing of Shoulders,Asphalt Concrete Surfacing of Shoulders,"Hughes, Potter, Sully",,US83 - Fm US14 to US212; US212 - Fm W Jct of US83 to E Jct of US83,
sd_sddot_20241120_item_010_project_001,sd_sddot_20241120_item_010,IM 0901(209)14,096E,Interstate Fence,Interstate Fence,"Lawrence, Meade",,I90 W - Fm Exit 14 (Spearfish) to 1 E of Exit 32 (Sturgis),
sd_sddot_20241204_item_001_project_001,sd_sddot_20241204_item_001,NH-CR-EM 0018(195)103,"04FC, 06N3","Urban Grad, C&G, Strm Sewer, Lght, PCC","Urban Grad, C&G, Strm Sewer, Lght, PCC",Oglala Lakota,,US18 - In Pine Ridge Fm 2 Blocks N of SD407 to E of Indian Health Rd; SD407 - In Pine Ridge Fm Cherry Hill Ct to US18,
sd_sddot_20241204_item_002_project_001,sd_sddot_20241204_item_002,2211 01441( ),X06L,Replace Water Line,Replace Water Line,Oglala Lakota,,US18 - In Pine Ridge Fm 2 Blocks N of SD407 to E of Indian Health Rd,
sd_sddot_20241204_item_003_project_001,sd_sddot_20241204_item_003,NH-P-PH 0079(87)129,04L0,"Grading, Surfacing","Grading, Surfacing",Butte,,"SD79 N & S - From the beginning of the divided section to the Jct of US212 S of Newell; SD79 - Fm Jct of US212 in Newell N 0.25; US212, US212 E & W - Fm Nisland to SD79 in Newell",
sd_sddot_20241204_item_003_project_002,sd_sddot_20241204_item_003,NH 0212(193)28,06CP,"Grading, Surfacing","Grading, Surfacing",Butte,,"SD79 N & S - From the beginning of the divided section to the Jct of US212 S of Newell; SD79 - Fm Jct of US212 in Newell N 0.25; US212, US212 E & W - Fm Nisland to SD79 in Newell",
sd_sddot_20241204_item_004_project_001,sd_sddot_20241204_item_004,P 0079(88)133,06G1,"ADA, Sidewalk","ADA, Sidewalk",Butte,,SD79 - Through Newell; US212 - Through Newell,
sd_sddot_20241204_item_004_project_002,sd_sddot_20241204_item_004,NH 0212(202)38,06G2,"ADA, Sidewalk","ADA, Sidewalk",Butte,,SD79 - Through Newell; US212 - Through Newell,
sd_sddot_20241204_item_005_project_001,sd_sddot_20241204_item_005,BRO-B 8030(19),08MT,Structure & Approach Grading,Structure & Approach Grading,Hand,,Structure 6 E & 8.4 N of Miller on 366th Ave over Wolf Ck SN 30-220-166,
sd_sddot_20241204_item_006_project_001,sd_sddot_20241204_item_006,BRO-B 8034(35),08MX,Structure & Approach Grading,Structure & Approach Grading,Hutchinson,,Structure 1.3 N & 11.3 E of Parkston on Co Rd 11 over Plum Ck SN 34-173-057,
sd_sddot_20241204_item_007_project_001,sd_sddot_20241204_item_007,P-PT 016A(15)26,06QK,"Mill & AC, Structure, Pipe Work, Inslope","Mill & AC, Structure, Pipe Work, Inslope",Custer Project Rejected by the Transportation Commission,,US16A - Fm 2 E of Custer to SD36; US16A - 1 W of SD36 Over Grace Coolidge Creek,
sd_sddot_20241204_item_007_project_002,sd_sddot_20241204_item_007,P-B 016A(10)37,04G1,"Mill & AC, Structure, Pipe Work, Inslope","Mill & AC, Structure, Pipe Work, Inslope",Custer Project Rejected by the Transportation Commission,,US16A - Fm 2 E of Custer to SD36; US16A - 1 W of SD36 Over Grace Coolidge Creek,
sd_sddot_20241204_item_008_project_001,sd_sddot_20241204_item_008,IM 0909(98)396,091T,"LSDC, Approach Slabs, Pavement, Rails","LSDC, Approach Slabs, Pavement, Rails",Minnehaha,,I90 E & W - I90/I29 Interch over I29 Drainage Ditch & I90/I229 Interch over I229,
sd_sddot_20241204_item_009_project_001,sd_sddot_20241204_item_009,PT 0014(238)203,06X7,"Slide Repair, Erosion Control, Pipe Work","Slide Repair, Erosion Control, Pipe Work",Stanley,,US14 - Fm 8 E to 11 E of Hayes,
sd_sddot_20241211_item_001_project_001,sd_sddot_20241211_item_001,NH-CR 0014(185)229,026Z,"Urban Grading, C&G, ADA, Signals, AC Sur","Urban Grading, C&G, ADA, Signals, AC Sur",Hughes,,US14 -(Euclid) Fm Sioux Ave to the Divided Hwy W of SD1804 in Pierre,
sd_sddot_20241211_item_002_project_001,sd_sddot_20241211_item_002,436 ( ),X05W,Water Main Improvement and Sewer Manhole,Water Main Improvement and Sewer Manhole,Hughes,,US14 Euclid Ave - Fm Sioux Ave to N of 8th St.,
sd_sddot_20241211_item_003_project_001,sd_sddot_20241211_item_003,BRF-B 6642(03),08NT,Structures & Approach Grading,Structures & Approach Grading,Custer,,Structure 8.4 E & 2.7 N of Custer on a State Park Rd over Center Lake Inlet (GF&P OWNED) SN 17-314-043,
sd_sddot_20241211_item_003_project_002,sd_sddot_20241211_item_003,BRO-B 8017(10),08NU,Structures & Approach Grading,Structures & Approach Grading,Custer,,Structure 8.4 E & 2.7 N of Custer on a State Park Rd over Center Lake Inlet (GF&P OWNED) SN 17-314-043,
sd_sddot_20241211_item_003_project_003,sd_sddot_20241211_item_003,BRO-B 8017(11),08NV,Structures & Approach Grading,Structures & Approach Grading,Custer,,Structure 8.4 E & 2.7 N of Custer on a State Park Rd over Center Lake Inlet (GF&P OWNED) SN 17-314-043,
sd_sddot_20241211_item_004_project_001,sd_sddot_20241211_item_004,BRO-B 8062(11),08NC,Structure & Approach Grading,Structure & Approach Grading,Tripp,,Structure 5.5 E & 6.75 N of Colome on 279th St over W Br of Bull Ck SN 62-325-290,
sd_sddot_20241211_item_005_project_001,sd_sddot_20241211_item_005,P 0079(84)232,06TD,Structure & Approach Grading,Structure & Approach Grading,Harding,,SD79 - Str 0.1 S of the ND Border Over the N Fork of the Grand River,
sd_sddot_20241211_item_006_project_001,sd_sddot_20241211_item_006,CR 0294(74)114,080D,Variable Speed Limit & ITS Device,Variable Speed Limit & ITS Device,"Brookings, Moody",,I29 - Fm Exit 114 (Flandreau) to 3 N of Exit 133 (Brookings),
sd_sddot_20241211_item_007_project_001,sd_sddot_20241211_item_007,IM-P-B 0905(00)212,097Q,"Asphalt Concrete Surfacing, CRC Pavement","Asphalt Concrete Surfacing, CRC Pavement","Jones, Lyman",,"US83 - Detour for Interchange Reconstruction at Exit 212, Fm I90 on 293rd Ave, SD248 to US83, SD248 -Fm Murdo to Vivian, Exit 214 Ramps, I90 WF - Fm Exit 208 to SD248, I90 E-Exit 212",
sd_sddot_20241211_item_007_project_002,sd_sddot_20241211_item_007,IM 0905(125)212,09YP,"Asphalt Concrete Surfacing, CRC Pavement","Asphalt Concrete Surfacing, CRC Pavement","Jones, Lyman",,"US83 - Detour for Interchange Reconstruction at Exit 212, Fm I90 on 293rd Ave, SD248 to US83, SD248 -Fm Murdo to Vivian, Exit 214 Ramps, I90 WF - Fm Exit 208 to SD248, I90 E-Exit 212",
sd_sddot_20241211_item_008_project_001,sd_sddot_20241211_item_008,NH 0012(316)137,09EJ,AC Surfacing of Shoulders,AC Surfacing of Shoulders,Corson,,US12 - Fm 5 E of McIntosh to McLaughlin,
sd_sddot_20250122_item_001_project_001,sd_sddot_20250122_item_001,BRO-B 8065(20),08N6,Structure & Approach Grading,Structure & Approach Grading,Walworth,,Structure in the SE corner of Selby on 1st Ave over a Ck (City Owned) SN 65-215-065,
sd_sddot_20250122_item_002_project_001,sd_sddot_20250122_item_002,BRO-B 8047(32),08NW,Structure Removal & Pipe Installation,Structure Removal & Pipe Installation,Meade,,Structure 4.4 E & 3.5 N of Sturgis on a State Park Rd over a Ck (GF&P OWNED) SN 47-074-395,
sd_sddot_20250122_item_003_project_001,sd_sddot_20250122_item_003,BRO-B 8052(76),08N2,"Structure, Approach Grading","Structure, Approach Grading",Pennington,,Structure 0.9 E & 1.5 S of Johnson Siding on Thunderhead Falls Rd over Rapid Ck SN 52-317-313,
sd_sddot_20250122_item_004_project_001,sd_sddot_20250122_item_004,NH 0083(88)40,074F,"Pipe Work, Modify Drainage","Pipe Work, Modify Drainage",Mellette,,US83 - 1.25 S of the S US83/SD44 Jct,
sd_sddot_20250122_item_005_project_001,sd_sddot_20250122_item_005,NH 0212(189)155,06CM,"Mill, AC Resurf, Mod Intersect, Guardrai","Mill, AC Resurf, Mod Intersect, Guardrai","Dewey, Regionwide",,"US212 - Fm Eagle Butte to LaPlant, Various locations in Pierre Region",
sd_sddot_20250122_item_005_project_002,sd_sddot_20250122_item_005,PH 000S(416),06U9,"Mill, AC Resurf, Mod Intersect, Guardrai","Mill, AC Resurf, Mod Intersect, Guardrai","Dewey, Regionwide",,"US212 - Fm Eagle Butte to LaPlant, Various locations in Pierre Region",
sd_sddot_20250122_item_006_project_001,sd_sddot_20250122_item_006,NH-CR 0081(122)3,07V2,"AC Resurf, PCC Surf, Mill & Shoulder Sur","AC Resurf, PCC Surf, Mill & Shoulder Sur",Yankton,,US81 N & S - Fm 0.7 N of the N SD50 Jct to the end of the Divided Lanes; US81 - Fm the End of the Divided Lanes to 303rd St N of Yankton; US81- Fm 300th St to SD46,
sd_sddot_20250122_item_006_project_002,sd_sddot_20250122_item_006,P 0046(87)334,09P4,"AC Resurf, PCC Surf, Mill & Shoulder Sur","AC Resurf, PCC Surf, Mill & Shoulder Sur",Yankton,,US81 N & S - Fm 0.7 N of the N SD50 Jct to the end of the Divided Lanes; US81 - Fm the End of the Divided Lanes to 303rd St N of Yankton; US81- Fm 300th St to SD46,
sd_sddot_20250122_item_007_project_001,sd_sddot_20250122_item_007,P 0047(122)58,06Q8,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Lyman, Tripp",,SD47 - Fm N of SD49 to I90,
sd_sddot_20250122_item_007_project_002,sd_sddot_20250122_item_007,049-392,I7AG,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Lyman, Tripp",,SD47 - Fm N of SD49 to I90,
sd_sddot_20250122_item_008_project_001,sd_sddot_20250122_item_008,P 0047(117)67,069Q,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Buffalo, Lyman",,SD47 - From I90 to W of Fort Thompson; SD248 - Fm Reliance to I90,
sd_sddot_20250122_item_008_project_002,sd_sddot_20250122_item_008,P 0248(13)261,06YC,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Buffalo, Lyman",,SD47 - From I90 to W of Fort Thompson; SD248 - Fm Reliance to I90,
sd_sddot_20250122_item_009_project_001,sd_sddot_20250122_item_009,P 0047(113)42,05UN,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work",Lyman,,SD47 - Fm 2.5 N of the Gregory/Lyman Co Line to SD49,
sd_sddot_20250122_item_010_project_001,sd_sddot_20250122_item_010,NH 0081(120)145,07YW,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Codington, Hamlin",,US81 - Fm SD 22 N to Watertown,
sd_sddot_20250205_item_001_project_001,sd_sddot_20250205_item_001,NH-CR 0046(69)288,05JN,"Grading, PCC Surf, C&G, Sidewalk, Light","Grading, PCC Surf, C&G, Sidewalk, Light",Charles Mix Project Rejected by the Transportation Commission,,SD46 in Wagner,
sd_sddot_20250205_item_002_project_001,sd_sddot_20250205_item_002,16395 ( ),X06P,Sanitary Sewer and Water Utility Replace,Sanitary Sewer and Water Utility Replace,Charles Mix Project Rejected by the Transportation Commission,,SD46 from Washington Ave to Harr Ave in Wagner,
sd_sddot_20250205_item_003_project_001,sd_sddot_20250205_item_003,NH 0014(242)363,079E,"Rubbilze, AC Suft, Pipe, Approach Slabs","Rubbilze, AC Suft, Pipe, Approach Slabs",Kingsbury,,"US14 - Fm Iroquois to De Smet, fm De Smet to 2.4 W of Lake Preston",
sd_sddot_20250205_item_004_project_001,sd_sddot_20250205_item_004,BRO-B 8069(04),08NE,Structure & Approach Grading,Structure & Approach Grading,Ziebach,,Structure 0.2 N of Dupree on IRR Co Rd over Bear Ck SN 69-203-288,
sd_sddot_20250205_item_005_project_001,sd_sddot_20250205_item_005,BRO-B 8047(33),09A3,Structure Removal,Structure Removal,Meade,,Structure 29 E & 15.5 S of Sturgis on Brehm Rd over a Creek SN 47-320-585,
sd_sddot_20250205_item_006_project_001,sd_sddot_20250205_item_006,P-PT 016A(15)26,06QK,"Mill & AC, Structure, Pipe Work, Inslope","Mill & AC, Structure, Pipe Work, Inslope",Custer,,US16A - Fm 2 E of Custer to SD36; US16A - 1 W of SD36 Over Grace Coolidge Creek,
sd_sddot_20250205_item_006_project_002,sd_sddot_20250205_item_006,P-B 016A(10)37,04G1,"Mill & AC, Structure, Pipe Work, Inslope","Mill & AC, Structure, Pipe Work, Inslope",Custer,,US16A - Fm 2 E of Custer to SD36; US16A - 1 W of SD36 Over Grace Coolidge Creek,
sd_sddot_20250205_item_007_project_001,sd_sddot_20250205_item_007,NH 0037(170)120,08M0,"LSDC Overlay, Berm Repair, Approach Slab","LSDC Overlay, Berm Repair, Approach Slab",Beadle,,SD37 N & S - 4.4 N of Sanborn Co Line over Stony Run Ck & 3.5 S of Jct US14 over Cain Ck,
sd_sddot_20250205_item_007_project_002,sd_sddot_20250205_item_007,NH 0014(248)327,08M1,"LSDC Overlay, Berm Repair, Approach Slab","LSDC Overlay, Berm Repair, Approach Slab",Beadle,,SD37 N & S - 4.4 N of Sanborn Co Line over Stony Run Ck & 3.5 S of Jct US14 over Cain Ck,
sd_sddot_20250205_item_008_project_001,sd_sddot_20250205_item_008,IM 0901(202)26,081A,"LSDC Overlay, Approach Slabs, Approach R","LSDC Overlay, Approach Slabs, Approach R",Lawrence,,I90 E & W - 3 SE of Exit 23 (Whitewood) over Spring Ck,
sd_sddot_20250205_item_009_project_001,sd_sddot_20250205_item_009,P 1806(23)186,06QP,"Mill, AC, Shoulder Shape, Mod Int, Pipe","Mill, AC, Shoulder Shape, Mod Int, Pipe",Stanley,,SD1806 - Fm US14 N 34 miles to Mission Ridge,
sd_sddot_20250205_item_010_project_001,sd_sddot_20250205_item_010,NH 0085(120)44,09TL,"Mill, AC Resurf of Shoulders, Rumble Str","Mill, AC Resurf of Shoulders, Rumble Str","Butte, Lawrence",,US85 N & S - Fm I90 to the End of the Divided Lanes S of Belle Fourche,
sd_sddot_20250205_item_011_project_001,sd_sddot_20250205_item_011,NH 0014(249)415,08HV,Polymer Chip Seal,Polymer Chip Seal,"Brookings, Moody",,SD13 - 2 N of Flandreau over Big Sioux Rv,
sd_sddot_20250205_item_011_project_002,sd_sddot_20250205_item_011,P 0013(163)109,08HT,Polymer Chip Seal,Polymer Chip Seal,"Brookings, Moody",,SD13 - 2 N of Flandreau over Big Sioux Rv,
sd_sddot_20250212_item_001_project_001,sd_sddot_20250212_item_001,NH-TA 0100(106)409,01V7,"Grading, Str, C&G, Storm Sewer, PCC/AC","Grading, Str, C&G, Storm Sewer, PCC/AC",Lincoln,,Veterans Pkwy - Fm Cliff Ave to Sycamore Ave,
sd_sddot_20250212_item_001_project_002,sd_sddot_20250212_item_001,P 8042(00),08DG,"Grading, Str, C&G, Storm Sewer, PCC/AC","Grading, Str, C&G, Storm Sewer, PCC/AC",Lincoln,,Veterans Pkwy - Fm Cliff Ave to Sycamore Ave,
sd_sddot_20250212_item_001_project_003,sd_sddot_20250212_item_001,P 8042(00),08DH,"Grading, Str, C&G, Storm Sewer, PCC/AC","Grading, Str, C&G, Storm Sewer, PCC/AC",Lincoln,,Veterans Pkwy - Fm Cliff Ave to Sycamore Ave,
sd_sddot_20250212_item_002_project_001,sd_sddot_20250212_item_002,CIP 11120( ),X06Q,Watermain and Sanitary Sewer,Watermain and Sanitary Sewer,Lincoln,,Southeastern Ave and Sycamore Ave in Sioux Falls,
sd_sddot_20250212_item_003_project_001,sd_sddot_20250212_item_003,P-PH 0028(36)355,04HM,"Grading, Interim Surfacing, Replace Str","Grading, Interim Surfacing, Replace Str","Deuel, Hamlin",,SD28 - Fm Estelline to SD15,
sd_sddot_20250212_item_004_project_001,sd_sddot_20250212_item_004,IM-CR 0291(139)4,09E7,"Mill, AC Resurfacing of Shoulders & Ramp","Mill, AC Resurfacing of Shoulders & Ramp","Clay, Union",,I29 N & S - Fm North Sioux City to N of Exit 26 (SD50 - Vermillion),
