conflict_id,agency_item_code,agency_item_id,conflict_type,catalog_description,catalog_unit,annual_description_variants,annual_unit_variants,affected_report_count,affected_source_ids,resolution_status,notes
ne_ndot_identity_conflict_6001.59,6001.59,ne_ndot_6001.59,unit,BENT NO.10 EXCAVATION,LUMP SUM,BENT NO.10 EXCAVATION,CY,2,ne_ndot_aup_calendar_2021 | ne_ndot_aup_july_june_2021_2022,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6011.11,6011.11,ne_ndot_6011.11,unit,PRECAST/PRESTRESSED CONCRETE SUPERSTRUCTURE AT STATION,LUMP SUM,PRECAST/PRESTRESSED CONCRETE SUPERSTRUCTURE AT STATION,CY | LS,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6052.51,6052.51,ne_ndot_6052.51,unit,,,ACCESS BRIDGE,LS | SF,6,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6052.52,6052.52,ne_ndot_6052.52,unit,ACCESS BRIDGE,LUMP SUM,ACCESS BRIDGE,SF,15,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6070.50,6070.50,ne_ndot_6070.50,unit,PEDESTRIAN BRIDGE,LUMP SUM,PEDESTRIAN BRIDGE,SF,4,ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2021_2022,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6071.10,6071.10,ne_ndot_6071.10,unit,STEEL SUPERSTRUCTURE AT STATION,LUMP SUM,STEEL SUPERSTRUCTURE AT STATION,LB,2,ne_ndot_aup_calendar_2019 | ne_ndot_aup_july_june_2018_2019,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6071.11,6071.11,ne_ndot_6071.11,unit,STEEL SUPERSTRUCTURE AT STATION,LUMP SUM,STEEL SUPERSTRUCTURE AT STATION,LB | LS,12,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6071.12,6071.12,ne_ndot_6071.12,unit,STEEL SUPERSTRUCTURE AT STATION,LUMP SUM,STEEL SUPERSTRUCTURE AT STATION,LB,4,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6131.91,6131.91,ne_ndot_6131.91,description,,,EPOXY COATED REINFORCING STEEL FOR PRECAST APPROACH SECTION | EPOXY COATED REINFORCING STEEL FOR PRECAST APPROACH SECTION PANELS,LB,3,ne_ndot_aup_calendar_2019 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6133.13,6133.13,ne_ndot_6133.13,unit,ANTI-GRAFFITI COATING,LUMP SUM,ANTI-GRAFFITI COATING,SY,8,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6430.00,6430.00,ne_ndot_6430.00,unit,PAINTING STRUCTURE AT,LUMP SUM,PAINTING STRUCTURE AT,SF,7,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2024_2025,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6433.00,6433.00,ne_ndot_6433.00,unit,PAINTING PILES AND MISCELLANEOUS STEEL,LUMP SUM,PAINTING PILES AND MISCELLANEOUS STEEL,LS | SF,16,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6510.55,6510.55,ne_ndot_6510.55,unit,TEMPORARY BRIDGE SHORING,LUMP SUM,TEMPORARY BRIDGE SHORING,LS | SY,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6510.60,6510.60,ne_ndot_6510.60,unit,BRIDGE SHORING,LUMP SUM,BRIDGE SHORING,LS | SY,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6602.31,6602.31,ne_ndot_6602.31,unit,CONCRETE COATING,LUMP SUM,CONCRETE COATING,SY,7,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2023_2024,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6602.32,6602.32,ne_ndot_6602.32,unit,CONCRETE COATING,LUMP SUM,CONCRETE COATING,SY,2,ne_ndot_aup_calendar_2019 | ne_ndot_aup_july_june_2018_2019,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6602.33,6602.33,ne_ndot_6602.33,unit,CONCRETE COATING,LUMP SUM,CONCRETE COATING,SY,2,ne_ndot_aup_calendar_2019 | ne_ndot_aup_july_june_2018_2019,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6602.34,6602.34,ne_ndot_6602.34,unit,CONCRETE COATING,LUMP SUM,CONCRETE COATING,SY,2,ne_ndot_aup_calendar_2019 | ne_ndot_aup_july_june_2018_2019,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_6602.35,6602.35,ne_ndot_6602.35,unit,SPECIAL SURFACE COATING,LUMP SUM,SPECIAL SURFACE COATING,SY,4,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7020.60,7020.60,ne_ndot_7020.60,description,SPECIAL BRIDGE APPROACH SECTION,EACH,"SPECIAL BRIDGE APPROACH SECTION | SPECIAL BRIDGE APPROACH SECTION, TL-2",EACH,11,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7488.06,7488.06,ne_ndot_7488.06,description,,,"5"" WHITE WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, GROOVED | 5"" WHITE WET REFLECTIVE THERMOPLASTIC, GROOVED",LF,7,ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7488.07,7488.07,ne_ndot_7488.07,description,,,"5"" YELLOW WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, | 5"" YELLOW WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, GROOVED | 5"" YELLOW WET REFLECTIVE THERMOPLASTIC, GROOVED",LF,7,ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7488.11,7488.11,ne_ndot_7488.11,description,,,"6"" YELLOW WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, | 6"" YELLOW WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, GROOVED",LF,14,ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7500.38,7500.38,ne_ndot_7500.38,description,"ONLY, PREFORMED PAVEMENT MARKING, TYPE 4",EACH,"ONLY, PREFORMED PAVEMENT MARKING, TYPE 4 | OSTNOLPY, APHREEAFDO RSYMMEBDO PLA, VWEEMTE RNETF MLAERCKTIIVNEG ,P TRYEPFEO 4RMED",EACH,9,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7500.57,7500.57,ne_ndot_7500.57,description,,,"4, GROOVED | STOP AHEAD SYMBOL, WET REFLECTIVE PREFORMED PAVEMENT MARKING, | STOP AHEAD SYMBOL, WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | STOP AHEAD SYMBOL, WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",EACH,6,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7500.69,7500.69,ne_ndot_7500.69,description,,,"PERMANENT PAVEMENT MARKING | YIELD LINE, PERMANENT PAVEMENT MARKING",EACH,12,ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7500.93,7500.93,ne_ndot_7500.93,description,,,"RIGHT ARROW, WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4 | WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4",EACH,2,ne_ndot_aup_calendar_2023 | ne_ndot_aup_july_june_2023_2024,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7501.02,7501.02,ne_ndot_7501.02,description,,,"AY ARROW, PERMANENT PAVEMENT MARKING | WRONG WAY ARROW, PERMANENT PAVEMENT MARKING",EACH,2,ne_ndot_aup_calendar_2024 | ne_ndot_aup_july_june_2023_2024,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7515.42,7515.42,ne_ndot_7515.42,description,"12"" WHITE WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, GROOVED",LIN FT,"12"" WHITE WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, | 12"" WHITE WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, GROOVED",LF,17,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7516.36,7516.36,ne_ndot_7516.36,description,"5"" YELLOW WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, GROOVED",LIN FT,"5"" YELLOW WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, | 5"" YELLOW WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, GROOVED",LF,7,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2022_2023,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7516.42,7516.42,ne_ndot_7516.42,description,"12"" YELLOW WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, GROOVED",LIN FT,"12"" YELLOW WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, | 12"" YELLOW WET REFLECTIVE THERMOPLASTIC PAVEMENT MARKING, GROOVED",LF,15,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7517.04,7517.04,ne_ndot_7517.04,description,"4"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LIN FT,"4"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | 4"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LF,10,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7517.05,7517.05,ne_ndot_7517.05,description,"5"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LIN FT,"5"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | 5"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LF,16,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7517.06,7517.06,ne_ndot_7517.06,description,"6"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LIN FT,"6"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4 | 6"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4 GROOVED | 6"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4,",LF,14,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7517.11,7517.11,ne_ndot_7517.11,description,,,"10"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4 | 10"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4 GROOVED",LF,7,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7517.12,7517.12,ne_ndot_7517.12,description,"12"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LIN FT,"12"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | 12"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LF,14,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_calendar_2023 | ne_ndot_aup_calendar_2024 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023 | ne_ndot_aup_july_june_2023_2024 | ne_ndot_aup_july_june_2024_2025,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7517.18,7517.18,ne_ndot_7517.18,description,,,"18"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | 18"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LF,7,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2022_2023,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7517.20,7517.20,ne_ndot_7517.20,description,,,"16"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | 16"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LF,9,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2025 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2025_2026,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
ne_ndot_identity_conflict_7517.24,7517.24,ne_ndot_7517.24,description,"24"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LIN FT,"24"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, | 24"" WHITE WET REFLECTIVE PREFORMED PAVEMENT MARKING, TYPE 4, GROOVED",LF,11,ne_ndot_aup_calendar_2018 | ne_ndot_aup_calendar_2019 | ne_ndot_aup_calendar_2020 | ne_ndot_aup_calendar_2021 | ne_ndot_aup_calendar_2022 | ne_ndot_aup_july_june_2017_2018 | ne_ndot_aup_july_june_2018_2019 | ne_ndot_aup_july_june_2019_2020 | ne_ndot_aup_july_june_2020_2021 | ne_ndot_aup_july_june_2021_2022 | ne_ndot_aup_july_june_2022_2023,needs_review,"Do not merge incompatible meanings or units automatically. Review source period, catalog authority, and any effective-date evidence before enabling Nebraska."
